865,"Classic Vest, M",VE-C304-M,f,t,Blue,4,3,23.7490,63.5000,M,,,,0,S ,,U ,25,1,2013-05-30,,,2e52f96e-64a1-4069-911c-e3fd6e094a1e,2014-02-08 10:01:36.827+00
866,"Classic Vest, L",VE-C304-L,f,t,Blue,4,3,23.7490,63.5000,L,,,,0,S ,,U ,25,1,2013-05-30,,,3211f5a8-b6c4-48bd-9aa4-d69cb40d97dd,2014-02-08 10:01:36.827+00
867,"Women''s Mountain Shorts, S",SH-W890-S,f,t,Black,4,3,26.1763,69.9900,S,,,,0,M ,,W ,22,37,2013-05-30,,,22616fd2-b99f-4f7d-acf6-33dff66d42d2,2014-02-08 10:01:36.827+00
868,"Women''s Mountain Shorts, M",SH-W890-M,f,t,Black,4,3,26.1763,69.9900,M,,,,0,M ,,W ,22,37,2013-05-30,,,968e3610-e583-42e8-8ab6-484a799b1774,2014-02-08 10:01:36.827+00
869,"Women''s Mountain Shorts, L",SH-W890-L,f,t,Black,4,3,26.1763,69.9900,L,,,,0,M ,,W ,22,37,2013-05-30,,,1a66b244-5ca0-4153-b539-ae048d14faec,2014-02-08 10:01:36.827+00
870,Water Bottle - 30 oz.,WB-H098,f,t,,4,3,1.8663,4.9900,,,,,0,S ,,,28,111,2013-05-30,,,834e8d1a-69a7-4c42-8b68-fa08d9ec9e5b,2014-02-08 10:01:36.827+00
871,Mountain Bottle Cage,BC-M005,f,t,,4,3,3.7363,9.9900,,,,,0,M ,,,28,112,2013-05-30,,,684491de-63f8-4632-90e3-36773c4e63bd,2014-02-08 10:01:36.827+00
872,Road Bottle Cage,BC-R205,f,t,,4,3,3.3623,8.9900,,,,,0,R ,,,28,113,2013-05-30,,,601b1fe8-d4d0-4cfb-9379-29481cc05291,2014-02-08 10:01:36.827+00
873,Patch Kit/8 Patches,PK-7098,f,t,,4,3,0.8565,2.2900,,,,,0,S ,,,37,114,2013-05-30,,,36e638e4-68df-411b-930a-daad57221aa6,2014-02-08 10:01:36.827+00
874,"Racing Socks, M",SO-R809-M,f,t,White,4,3,3.3623,8.9900,M,,,,0,R ,,U ,23,24,2013-05-30,,,b9c7eb0a-1dd1-4a1d-b4c3-1dad83a8ea7e,2014-02-08 10:01:36.827+00
875,"Racing Socks, L",SO-R809-L,f,t,White,4,3,3.3623,8.9900,L,,,,0,R ,,U ,23,24,2013-05-30,,,c0a16305-74b7-4fae-b5c9-3e8bd0e44762,2014-02-08 10:01:36.827+00
876,Hitch Rack - 4-Bike,RA-H123,f,t,,4,3,44.8800,120.0000,,,,,0,S ,,,26,118,2013-05-30,,,7a0c4bbd-9679-4f59-9ebc-9daf3439a38a,2014-02-08 10:01:36.827+00
877,Bike Wash - Dissolver,CL-9009,f,t,,4,3,2.9733,7.9500,,,,,0,S ,,,29,119,2013-05-30,,,3c40b5ad-e328-4715-88a7-ec3220f02acf,2014-02-08 10:01:36.827+00
878,Fender Set - Mountain,FE-6654,f,t,,4,3,8.2205,21.9800,,,,,0,M ,,,30,121,2013-05-30,,,e6e76c7f-c145-4cad-a9e8-b1e4e845a2c0,2014-02-08 10:01:36.827+00
879,All-Purpose Bike Stand,ST-1401,f,t,,4,3,59.4660,159.0000,,,,,0,M ,,,27,122,2013-05-30,,,c7bb564b-a637-40f5-b21b-cbf7e4f713be,2014-02-08 10:01:36.827+00
880,Hydration Pack - 70 oz.,HY-1023-70,f,t,Silver,4,3,20.5663,54.9900,70,,,,0,S ,,,32,107,2013-05-30,,,a99d90c0-05e2-4e44-ad90-c55c9f0784de,2014-02-08 10:01:36.827+00
881,"Short-Sleeve Classic Jersey, S",SJ-0194-S,f,t,Yellow,4,3,41.5723,53.9900,S,,,,0,S ,,U ,21,32,2013-05-30,,,05b2e20f-2399-4cb3-9b49-b28d6649c104,2014-02-08 10:01:36.827+00
882,"Short-Sleeve Classic Jersey, M",SJ-0194-M,f,t,Yellow,4,3,41.5723,53.9900,M,,,,0,S ,,U ,21,32,2013-05-30,,,bbbf003b-367d-4d71-af71-10f50b6234a0,2014-02-08 10:01:36.827+00
883,"Short-Sleeve Classic Jersey, L",SJ-0194-L,f,t,Yellow,4,3,41.5723,53.9900,L,,,,0,S ,,U ,21,32,2013-05-30,,,2d9f59b8-9f24-46eb-98ad-553e48bb9db9,2014-02-08 10:01:36.827+00
884,"Short-Sleeve Classic Jersey, XL",SJ-0194-X,f,t,Yellow,4,3,41.5723,53.9900,XL,,,,0,S ,,U ,21,32,2013-05-30,,,906d42f6-c21f-4d20-b528-02ffdb55fd1e,2014-02-08 10:01:36.827+00
885,"HL Touring Frame - Yellow, 60",FR-T98Y-60,t,t,Yellow,500,375,601.7437,1003.9100,60,CM ,LB ,3.08,1,T ,H ,U ,16,7,2013-05-30,,,c49679bd-96a9-4176-a7ed-5bc6d6444647,2014-02-08 10:01:36.827+00
886,"LL Touring Frame - Yellow, 62",FR-T67Y-62,t,t,Yellow,500,375,199.8519,333.4200,62,CM ,LB ,3.20,1,T ,L ,U ,16,10,2013-05-30,,,8d4d52a6-8abc-4c05-be4d-c067faf1a64e,2014-02-08 10:01:36.827+00
887,"HL Touring Frame - Yellow, 46",FR-T98Y-46,t,t,Yellow,500,375,601.7437,1003.9100,46,CM ,LB ,2.96,1,T ,H ,U ,16,7,2013-05-30,,,137675a7-34cd-4b7a-abe1-4e0eeb79b65d,2014-02-08 10:01:36.827+00
888,"HL Touring Frame - Yellow, 50",FR-T98Y-50,t,t,Yellow,500,375,601.7437,1003.9100,50,CM ,LB ,3.00,1,T ,H ,U ,16,7,2013-05-30,,,105ec6e5-30c5-4fe3-a08b-cb324c85323d,2014-02-08 10:01:36.827+00
889,"HL Touring Frame - Yellow, 54",FR-T98Y-54,t,t,Yellow,500,375,601.7437,1003.9100,54,CM ,LB ,3.04,1,T ,H ,U ,16,7,2013-05-30,,,12b1f317-c39b-48d0-b1a7-8018c60aea53,2014-02-08 10:01:36.827+00
890,"HL Touring Frame - Blue, 46",FR-T98U-46,t,t,Blue,500,375,601.7437,1003.9100,46,CM ,LB ,2.96,1,T ,H ,U ,16,7,2013-05-30,,,8bbd3437-a58b-41a0-9503-fc14b23e7678,2014-02-08 10:01:36.827+00
891,"HL Touring Frame - Blue, 50",FR-T98U-50,t,t,Blue,500,375,601.7437,1003.9100,50,CM ,LB ,3.00,1,T ,H ,U ,16,7,2013-05-30,,,c4244f0c-abce-451b-a895-83c0e6d1f448,2014-02-08 10:01:36.827+00
892,"HL Touring Frame - Blue, 54",FR-T98U-54,t,t,Blue,500,375,601.7437,1003.9100,54,CM ,LB ,3.04,1,T ,H ,U ,16,7,2013-05-30,,,e9aae947-6bc3-4909-8937-3e1cdcec8a8f,2014-02-08 10:01:36.827+00
893,"HL Touring Frame - Blue, 60",FR-T98U-60,t,t,Blue,500,375,601.7437,1003.9100,60,CM ,LB ,3.08,1,T ,H ,U ,16,7,2013-05-30,,,b01951a4-a581-4d10-9dc2-515da180f1b8,2014-02-08 10:01:36.827+00
894,Rear Derailleur,RD-2308,t,t,Silver,500,375,53.9282,121.4600,,,G  ,215.00,1,,,,9,127,2013-05-30,,,5ebfcf02-4e3e-443a-ad60-5aeef28dac76,2014-02-08 10:01:36.827+00
895,"LL Touring Frame - Blue, 50",FR-T67U-50,t,t,Blue,500,375,199.8519,333.4200,50,CM ,LB ,3.10,1,T ,L ,U ,16,10,2013-05-30,,,b78eccca-fa88-4071-9110-410585127e46,2014-02-08 10:01:36.827+00
896,"LL Touring Frame - Blue, 54",FR-T67U-54,t,t,Blue,500,375,199.8519,333.4200,54,CM ,LB ,3.14,1,T ,L ,U ,16,10,2013-05-30,,,0ff799c9-dd11-4b81-aaf7-65410017405b,2014-02-08 10:01:36.827+00
946,LL Touring Handlebars,HB-T721,t,t,,500,375,20.4640,46.0900,,,,,1,T ,L ,,4,47,2013-05-30,,,a2f1352e-45d0-42c4-aef3-60033073bb66,2014-02-08 10:01:36.827+00
897,"LL Touring Frame - Blue, 58",FR-T67U-58,t,t,Blue,500,375,199.8519,333.4200,58,CM ,LB ,3.16,1,T ,L ,U ,16,10,2013-05-30,,,ccd4fa47-7194-4bd0-909b-1fa4bd7916a7,2014-02-08 10:01:36.827+00
898,"LL Touring Frame - Blue, 62",FR-T67U-62,t,t,Blue,500,375,199.8519,333.4200,62,CM ,LB ,3.20,1,T ,L ,U ,16,10,2013-05-30,,,08a211a5-dcd2-42d0-9276-64d92d4890a6,2014-02-08 10:01:36.827+00
899,"LL Touring Frame - Yellow, 44",FR-T67Y-44,t,t,Yellow,500,375,199.8519,333.4200,44,CM ,LB ,3.02,1,T ,L ,U ,16,10,2013-05-30,,,109cb7bc-6ec6-4a36-85c8-55b843b2ab12,2014-02-08 10:01:36.827+00
900,"LL Touring Frame - Yellow, 50",FR-T67Y-50,t,t,Yellow,500,375,199.8519,333.4200,50,CM ,LB ,3.10,1,T ,L ,U ,16,10,2013-05-30,,,285fd682-c647-49d1-b8f3-368a43c9cda0,2014-02-08 10:01:36.827+00
901,"LL Touring Frame - Yellow, 54",FR-T67Y-54,t,t,Yellow,500,375,199.8519,333.4200,54,CM ,LB ,3.14,1,T ,L ,U ,16,10,2013-05-30,,,2536e3b2-d4da-49e6-965a-f612c2c8914f,2014-02-08 10:01:36.827+00
902,"LL Touring Frame - Yellow, 58",FR-T67Y-58,t,t,Yellow,500,375,199.8519,333.4200,58,CM ,LB ,3.16,1,T ,L ,U ,16,10,2013-05-30,,,5d17ff1c-f50e-438f-a4e9-7c400fb762e7,2014-02-08 10:01:36.827+00
903,"LL Touring Frame - Blue, 44",FR-T67U-44,t,t,Blue,500,375,199.8519,333.4200,44,CM ,LB ,3.02,1,T ,L ,U ,16,10,2013-05-30,,,e9c17be7-f4dc-465e-ab73-c0198f37bfdd,2014-02-08 10:01:36.827+00
904,"ML Mountain Frame-W - Silver, 40",FR-M63S-40,t,t,Silver,500,375,199.3757,364.0900,40,CM ,LB ,2.77,1,M ,M ,W ,12,15,2013-05-30,,,a7dde43e-f7d5-4075-a0c1-c866ad7aa154,2014-02-08 10:01:36.827+00
905,"ML Mountain Frame-W - Silver, 42",FR-M63S-42,t,t,Silver,500,375,199.3757,364.0900,42,CM ,LB ,2.81,1,M ,M ,W ,12,15,2013-05-30,,,d4a2fcad-1e63-4ebd-863c-5a7c48d5b8d9,2014-02-08 10:01:36.827+00
906,"ML Mountain Frame-W - Silver, 46",FR-M63S-46,t,t,Silver,500,375,199.3757,364.0900,46,CM ,LB ,2.85,1,M ,M ,W ,12,15,2013-05-30,,,82025c63-7b28-412d-92c1-408e0e6ae646,2014-02-08 10:01:36.827+00
907,Rear Brakes,RB-9231,f,t,Silver,500,375,47.2860,106.5000,,,G  ,317.00,1,,,,6,128,2013-05-30,,,5946f163-93f0-4141-b17e-55d9778cc274,2014-02-08 10:01:36.827+00
908,LL Mountain Seat/Saddle,SE-M236,f,t,,500,375,12.0413,27.1200,,,,,1,M ,L ,,15,79,2013-05-30,,,4dab53c5-31e7-47d6-a5a0-940f8d4dad22,2014-02-08 10:01:36.827+00
909,ML Mountain Seat/Saddle,SE-M798,f,t,,500,375,17.3782,39.1400,,,,,1,M ,M ,,15,80,2013-05-30,,,30222244-0fd8-4d28-8448-f2e658bf52bd,2014-02-08 10:01:36.827+00
910,HL Mountain Seat/Saddle,SE-M940,f,t,,500,375,23.3722,52.6400,,,,,1,M ,H ,,15,81,2013-05-30,,,a96a5024-87de-488a-bf81-bc0c81f6cd18,2014-02-08 10:01:36.827+00
911,LL Road Seat/Saddle,SE-R581,f,t,,500,375,12.0413,27.1200,,,,,1,R ,L ,,15,82,2013-05-30,,,31b9bc62-792b-4e7a-a24d-411dc76e0271,2014-02-08 10:01:36.827+00
912,ML Road Seat/Saddle,SE-R908,f,t,,500,375,17.3782,39.1400,,,,,1,T ,M ,,15,83,2013-05-30,,,49845afe-a8cc-4354-a5d4-09d35bf7fb9e,2014-02-08 10:01:36.827+00
913,HL Road Seat/Saddle,SE-R995,f,t,,500,375,23.3722,52.6400,,,,,1,R ,H ,,15,84,2013-05-30,,,2befe629-4b2a-41a1-a009-df13ead69105,2014-02-08 10:01:36.827+00
914,LL Touring Seat/Saddle,SE-T312,f,t,,500,375,12.0413,27.1200,,,,,1,T ,L ,,15,66,2013-05-30,,,7874a1d6-7a5b-412f-a2eb-c2f457b9603d,2014-02-08 10:01:36.827+00
915,ML Touring Seat/Saddle,SE-T762,f,t,,500,375,17.3782,39.1400,,,,,1,T ,M ,,15,65,2013-05-30,,,072acb72-7796-4bd0-9bbb-6efc29ac336c,2014-02-08 10:01:36.827+00
916,HL Touring Seat/Saddle,SE-T924,f,t,,500,375,23.3722,52.6400,,,,,1,T ,H ,,15,67,2013-05-30,,,0e158724-934d-4a64-991f-94fec00bdea8,2014-02-08 10:01:36.827+00
917,"LL Mountain Frame - Silver, 42",FR-M21S-42,t,t,Silver,500,375,144.5938,264.0500,42,CM ,LB ,2.92,1,M ,L ,U ,12,8,2013-05-30,,,37bd4d2b-346b-4c6b-8f3f-85c084282529,2014-02-08 10:01:36.827+00
918,"LL Mountain Frame - Silver, 44",FR-M21S-44,t,t,Silver,500,375,144.5938,264.0500,44,CM ,LB ,2.96,1,M ,L ,U ,12,8,2013-05-30,,,393a4d00-7428-41f0-a48a-af26b00e9a9c,2014-02-08 10:01:36.827+00
919,"LL Mountain Frame - Silver, 48",FR-M21S-48,t,t,Silver,500,375,144.5938,264.0500,48,CM ,LB ,3.00,1,M ,L ,U ,12,8,2013-05-30,,,8dfef6f2-91a8-4884-8949-b2551218b37a,2014-02-08 10:01:36.827+00
920,"LL Mountain Frame - Silver, 52",FR-M21S-52,t,t,Silver,500,375,144.5938,264.0500,52,CM ,LB ,3.04,1,M ,L ,U ,12,8,2013-05-30,,,f230baac-5951-4eb1-b1e8-94c2ca2b37fa,2014-02-08 10:01:36.827+00
921,Mountain Tire Tube,TT-M928,f,t,,500,375,1.8663,4.9900,,,,,0,M ,,,37,92,2013-05-30,,,01a8c3fc-ed52-458e-a634-d5b6e2accfed,2014-02-08 10:01:36.827+00
922,Road Tire Tube,TT-R982,f,t,,500,375,1.4923,3.9900,,,,,0,R ,,,37,93,2013-05-30,,,ea442bd7-f69b-42d9-aa71-95e10b648f52,2014-02-08 10:01:36.827+00
923,Touring Tire Tube,TT-T092,f,t,,500,375,1.8663,4.9900,,,,,0,T ,,,37,94,2013-05-30,,,179fec38-cab5-4a47-bcff-31cfc9e43a3c,2014-02-08 10:01:36.827+00
924,"LL Mountain Frame - Black, 42",FR-M21B-42,t,t,Black,500,375,136.7850,249.7900,42,CM ,LB ,2.92,1,M ,L ,U ,12,8,2013-05-30,,,faabd7fb-cb35-4bad-8857-ec71468686ad,2014-02-08 10:01:36.827+00
925,"LL Mountain Frame - Black, 44",FR-M21B-44,t,t,Black,500,375,136.7850,249.7900,44,CM ,LB ,2.96,1,M ,L ,U ,12,8,2013-05-30,,,47ab0300-7b55-4d35-a786-80190976b9b5,2014-02-08 10:01:36.827+00
926,"LL Mountain Frame - Black, 48",FR-M21B-48,t,t,Black,500,375,136.7850,249.7900,48,CM ,LB ,3.00,1,M ,L ,U ,12,8,2013-05-30,,,408435aa-15c0-41e5-981f-32a8226af15f,2014-02-08 10:01:36.827+00
927,"LL Mountain Frame - Black, 52",FR-M21B-52,t,t,Black,500,375,136.7850,249.7900,52,CM ,LB ,3.04,1,M ,L ,U ,12,8,2013-05-30,,,4800f4e6-99ea-4afd-a392-2cb05265d0d4,2014-02-08 10:01:36.827+00
928,LL Mountain Tire,TI-M267,f,t,,500,375,9.3463,24.9900,,,,,0,M ,L ,,37,85,2013-05-30,,,76060a93-949c-48ea-9b31-a593d6c14983,2014-02-08 10:01:36.827+00
929,ML Mountain Tire,TI-M602,f,t,,500,375,11.2163,29.9900,,,,,0,M ,M ,,37,86,2013-05-30,,,daff9e11-6254-432d-8c4f-f06e52687184,2014-02-08 10:01:36.827+00
930,HL Mountain Tire,TI-M823,f,t,,500,375,13.0900,35.0000,,,,,0,M ,H ,,37,87,2013-05-30,,,ddad25f5-0445-4b5c-8466-6446930ad8b8,2014-02-08 10:01:36.827+00
931,LL Road Tire,TI-R092,f,t,,500,375,8.0373,21.4900,,,,,0,R ,L ,,37,88,2013-05-30,,,15b569a6-d172-42c2-a420-62ab5946cc80,2014-02-08 10:01:36.827+00
932,ML Road Tire,TI-R628,f,t,,500,375,9.3463,24.9900,,,,,0,R ,M ,,37,89,2013-05-30,,,d1016cc5-c12b-4f05-915c-70fa062e4a64,2014-02-08 10:01:36.827+00
933,HL Road Tire,TI-R982,f,t,,500,375,12.1924,32.6000,,,,,0,R ,H ,,37,90,2013-05-30,,,c86de56a-5048-4b89-b7c7-56bc75c9bcee,2014-02-08 10:01:36.827+00
934,Touring Tire,TI-T723,f,t,,500,375,10.8423,28.9900,,,,,0,T ,,,37,91,2013-05-30,,,9d5ca300-5302-41e1-bca5-8ce5b93f26a5,2014-02-08 10:01:36.827+00
935,LL Mountain Pedal,PD-M282,f,t,Silver/Black,500,375,17.9776,40.4900,,,G  ,218.00,1,M ,L ,,13,62,2013-05-30,,,9fdd0c65-b2b0-4c6c-8704-3a9747be5174,2014-02-08 10:01:36.827+00
936,ML Mountain Pedal,PD-M340,f,t,Silver/Black,500,375,27.5680,62.0900,,,G  ,215.00,1,M ,M ,,13,63,2013-05-30,,,274c86dc-439e-4469-9de8-7e9bd6455d0d,2014-02-08 10:01:36.827+00
937,HL Mountain Pedal,PD-M562,f,t,Silver/Black,500,375,35.9596,80.9900,,,G  ,185.00,1,M ,H ,,13,64,2013-05-30,,,a05464e8-6b4d-42b3-a4d6-8683136f4b66,2014-02-08 10:01:36.827+00
938,LL Road Pedal,PD-R347,f,t,Silver/Black,500,375,17.9776,40.4900,,,G  ,189.00,1,R ,L ,,13,68,2013-05-30,,,2c7dd8c3-4c55-475f-ba58-f4baca520d72,2014-02-08 10:01:36.827+00
939,ML Road Pedal,PD-R563,f,t,Silver/Black,500,375,27.5680,62.0900,,,G  ,168.00,1,R ,M ,,13,69,2013-05-30,,,216ad46f-bc3f-4862-b0e9-2e261e5a6059,2014-02-08 10:01:36.827+00
940,HL Road Pedal,PD-R853,f,t,Silver/Black,500,375,35.9596,80.9900,,,G  ,149.00,1,R ,H ,,13,70,2013-05-30,,,44e96967-ab99-41ed-8b41-5bc70a5ca1a9,2014-02-08 10:03:55.51+00
941,Touring Pedal,PD-T852,f,t,Silver/Black,500,375,35.9596,80.9900,,,,,1,T ,,,13,53,2013-05-30,,,6967c816-3ebb-45fa-8547-cef00e08573e,2014-02-08 10:01:36.827+00
942,"ML Mountain Frame-W - Silver, 38",FR-M63S-38,t,t,Silver,500,375,199.3757,364.0900,38,CM ,LB ,2.73,2,M ,M ,W ,12,15,2013-05-30,,,ba3646b0-1487-426e-ab4e-57d42e6f9233,2014-02-08 10:01:36.827+00
943,"LL Mountain Frame - Black, 40",FR-M21B-40,t,t,Black,500,375,136.7850,249.7900,40,CM ,LB ,2.88,2,M ,L ,U ,12,8,2013-05-30,,,3050e4df-2bba-4c2b-bdcc-b4c89972db1c,2014-02-08 10:01:36.827+00
944,"LL Mountain Frame - Silver, 40",FR-M21S-40,t,t,Silver,500,375,144.5938,264.0500,40,CM ,LB ,2.88,2,M ,L ,U ,12,8,2013-05-30,,,756f862e-40cc-4dfc-b189-716d0dda5ff9,2014-02-08 10:01:36.827+00
945,Front Derailleur,FD-2342,t,t,Silver,500,375,40.6216,91.4900,,,G  ,88.00,1,,,,9,103,2013-05-30,,,448e9e7b-9548-4a4c-abb3-853686aa7517,2014-02-08 10:01:36.827+00
947,HL Touring Handlebars,HB-T928,t,t,,500,375,40.6571,91.5700,,,,,1,T ,H ,,4,48,2013-05-30,,,cb524e92-4fa8-4f6c-9993-60796856c654,2014-02-08 10:01:36.827+00
948,Front Brakes,FB-9873,f,t,Silver,500,375,47.2860,106.5000,,,G  ,317.00,1,,,,6,102,2013-05-30,,,c1813164-1b4b-42d1-9007-4e5f9aee0e19,2014-02-08 10:01:36.827+00
949,LL Crankset,CS-4759,t,t,Black,500,375,77.9176,175.4900,,,G  ,600.00,1,,L ,,8,99,2013-05-30,,,41d47371-4374-46d3-8d61-b07616ec54f0,2014-02-08 10:01:36.827+00
950,ML Crankset,CS-6583,t,t,Black,500,375,113.8816,256.4900,,,G  ,635.00,1,,M ,,8,100,2013-05-30,,,d3a7a02c-a3d5-4a04-9454-0c4e43772b78,2014-02-08 10:01:36.827+00
951,HL Crankset,CS-9183,t,t,Black,500,375,179.8156,404.9900,,,G  ,575.00,1,,H ,,8,101,2013-05-30,,,2c4a8956-7b72-48fe-b028-699e117b1daa,2014-02-08 10:01:36.827+00
952,Chain,CH-0234,f,t,Silver,500,375,8.9866,20.2400,,,,,1,,,,7,98,2013-05-30,,,5d27e2a5-27ec-4ccb-ba2c-fc980ffe6708,2014-02-08 10:01:36.827+00
953,"Touring-2000 Blue, 60",BK-T44U-60,t,t,Blue,100,75,755.1508,1214.8500,60,CM ,LB ,27.90,4,T ,M ,U ,3,35,2013-05-30,,,f1bb3957-8d27-47f3-91ec-c71822d11436,2014-02-08 10:01:36.827+00
954,"Touring-1000 Yellow, 46",BK-T79Y-46,t,t,Yellow,100,75,1481.9379,2384.0700,46,CM ,LB ,25.13,4,T ,H ,U ,3,34,2013-05-30,,,83b77413-8c8a-4af1-93e4-136edb7ff15f,2014-02-08 10:01:36.827+00
955,"Touring-1000 Yellow, 50",BK-T79Y-50,t,t,Yellow,100,75,1481.9379,2384.0700,50,CM ,LB ,25.42,4,T ,H ,U ,3,34,2013-05-30,,,5ec991ad-8761-4a61-a318-312df3a78604,2014-02-08 10:01:36.827+00
956,"Touring-1000 Yellow, 54",BK-T79Y-54,t,t,Yellow,100,75,1481.9379,2384.0700,54,CM ,LB ,25.68,4,T ,H ,U ,3,34,2013-05-30,,,1220b0f0-064d-46b7-8507-1fa758b77b9c,2014-02-08 10:01:36.827+00
957,"Touring-1000 Yellow, 60",BK-T79Y-60,t,t,Yellow,100,75,1481.9379,2384.0700,60,CM ,LB ,25.90,4,T ,H ,U ,3,34,2013-05-30,,,bcd1a5a9-6140-4dc9-9620-689dc7e4c155,2014-02-08 10:01:36.827+00
958,"Touring-3000 Blue, 54",BK-T18U-54,t,t,Blue,100,75,461.4448,742.3500,54,CM ,LB ,29.68,4,T ,L ,U ,3,36,2013-05-30,,,a3ee6897-52fe-42e4-92ec-7a91e7bb905a,2014-02-08 10:01:36.827+00
959,"Touring-3000 Blue, 58",BK-T18U-58,t,t,Blue,100,75,461.4448,742.3500,58,CM ,LB ,29.90,4,T ,L ,U ,3,36,2013-05-30,,,23d89cee-9f44-4f3e-b289-63de6ba2b737,2014-02-08 10:01:36.827+00
960,"Touring-3000 Blue, 62",BK-T18U-62,t,t,Blue,100,75,461.4448,742.3500,62,CM ,LB ,30.00,4,T ,L ,U ,3,36,2013-05-30,,,060192c9-bcd9-4260-b729-d6bcfadfb08e,2014-02-08 10:01:36.827+00
961,"Touring-3000 Yellow, 44",BK-T18Y-44,t,t,Yellow,100,75,461.4448,742.3500,44,CM ,LB ,28.77,4,T ,L ,U ,3,36,2013-05-30,,,5646c15a-68ad-4234-b328-254706cbccc5,2014-02-08 10:01:36.827+00
962,"Touring-3000 Yellow, 50",BK-T18Y-50,t,t,Yellow,100,75,461.4448,742.3500,50,CM ,LB ,29.13,4,T ,L ,U ,3,36,2013-05-30,,,df85e805-af87-4fab-a668-c80f2a5b8a69,2014-02-08 10:01:36.827+00
963,"Touring-3000 Yellow, 54",BK-T18Y-54,t,t,Yellow,100,75,461.4448,742.3500,54,CM ,LB ,29.42,4,T ,L ,U ,3,36,2013-05-30,,,192becd1-f465-4194-88a2-ee57fed3a3c5,2014-02-08 10:01:36.827+00
964,"Touring-3000 Yellow, 58",BK-T18Y-58,t,t,Yellow,100,75,461.4448,742.3500,58,CM ,LB ,29.79,4,T ,L ,U ,3,36,2013-05-30,,,bed79f64-a53d-44a3-ace8-2baa425a5a54,2014-02-08 10:01:36.827+00
965,"Touring-3000 Yellow, 62",BK-T18Y-62,t,t,Yellow,100,75,461.4448,742.3500,62,CM ,LB ,30.00,4,T ,L ,U ,3,36,2013-05-30,,,d28b3872-5173-40a4-b12f-655524386cc7,2014-02-08 10:01:36.827+00
966,"Touring-1000 Blue, 46",BK-T79U-46,t,t,Blue,100,75,1481.9379,2384.0700,46,CM ,LB ,25.13,4,T ,H ,U ,3,34,2013-05-30,,,86990d54-6efb-4c53-9974-6c3b0297e222,2014-02-08 10:01:36.827+00
967,"Touring-1000 Blue, 50",BK-T79U-50,t,t,Blue,100,75,1481.9379,2384.0700,50,CM ,LB ,25.42,4,T ,H ,U ,3,34,2013-05-30,,,68c0a818-2985-46eb-8255-0fb70919fa24,2014-02-08 10:01:36.827+00
968,"Touring-1000 Blue, 54",BK-T79U-54,t,t,Blue,100,75,1481.9379,2384.0700,54,CM ,LB ,25.68,4,T ,H ,U ,3,34,2013-05-30,,,12280a8c-7578-4367-ba71-214bcc1e4792,2014-02-08 10:01:36.827+00
969,"Touring-1000 Blue, 60",BK-T79U-60,t,t,Blue,100,75,1481.9379,2384.0700,60,CM ,LB ,25.90,4,T ,H ,U ,3,34,2013-05-30,,,dd70cf36-449a-43fd-839d-a84ee14c849a,2014-02-08 10:01:36.827+00
970,"Touring-2000 Blue, 46",BK-T44U-46,t,t,Blue,100,75,755.1508,1214.8500,46,CM ,LB ,27.13,4,T ,M ,U ,3,35,2013-05-30,,,c0009006-715f-4b76-a05a-1a0d3adfb49a,2014-02-08 10:01:36.827+00
971,"Touring-2000 Blue, 50",BK-T44U-50,t,t,Blue,100,75,755.1508,1214.8500,50,CM ,LB ,27.42,4,T ,M ,U ,3,35,2013-05-30,,,84abda8f-0007-4bca-9a61-b2dea58866c3,2014-02-08 10:01:36.827+00
972,"Touring-2000 Blue, 54",BK-T44U-54,t,t,Blue,100,75,755.1508,1214.8500,54,CM ,LB ,27.68,4,T ,M ,U ,3,35,2013-05-30,,,6dcfe2a3-3555-44e4-9116-6f6dbe448b8b,2014-02-08 10:01:36.827+00
973,"Road-350-W Yellow, 40",BK-R79Y-40,t,t,Yellow,100,75,1082.5100,1700.9900,40,CM ,LB ,15.35,4,R ,M ,W ,2,27,2013-05-30,,,237b16d9-53f2-4fd4-befe-48209e57aec3,2014-02-08 10:01:36.827+00
974,"Road-350-W Yellow, 42",BK-R79Y-42,t,t,Yellow,100,75,1082.5100,1700.9900,42,CM ,LB ,15.77,4,R ,M ,W ,2,27,2013-05-30,,,80bd3f8b-42c7-43d8-91f5-9fb6175287af,2014-02-08 10:01:36.827+00
975,"Road-350-W Yellow, 44",BK-R79Y-44,t,t,Yellow,100,75,1082.5100,1700.9900,44,CM ,LB ,16.13,4,R ,M ,W ,2,27,2013-05-30,,,0c61e8af-003d-4e4b-b5b7-02f01a26be26,2014-02-08 10:01:36.827+00
976,"Road-350-W Yellow, 48",BK-R79Y-48,t,t,Yellow,100,75,1082.5100,1700.9900,48,CM ,LB ,16.42,4,R ,M ,W ,2,27,2013-05-30,,,ec4284dc-85fa-44a8-89ec-77fc9b71720a,2014-02-08 10:01:36.827+00
977,"Road-750 Black, 58",BK-R19B-58,t,t,Black,100,75,343.6496,539.9900,58,CM ,LB ,20.79,4,R ,L ,U ,2,31,2013-05-30,,,87b81a1a-a5b5-43d2-a20d-0230800490b9,2014-02-08 10:01:36.827+00
978,"Touring-3000 Blue, 44",BK-T18U-44,t,t,Blue,100,75,461.4448,742.3500,44,CM ,LB ,28.77,4,T ,L ,U ,3,36,2013-05-30,,,4f638e15-2ed0-4193-90ce-47da580e01dd,2014-02-08 10:01:36.827+00
